anomaly_label,anomaly_region_mean,background_region_mean,class,image_path,image_score,map_mean,map_p95,map_top1pct_mean,map_top5pct_mean,pixel_auc_within_image,region_gap,variant
1,0.19435393810272217,0.027134886011481285,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/000.png,0.9688717722892761,0.030939504504203796,0.14348658472299575,0.37274694442749023,0.24205483496189117,0.9519918775872769,0.16721905209124088,cosine
1,0.4920656979084015,0.4812585413455963,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/000.png,0.5050257444381714,0.4815043807029724,0.4911266937851906,0.495275616645813,0.49301454424858093,0.9486731990898355,0.010807156562805176,cone_contrastive
1,0.33977511525154114,0.016190003603696823,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/001.png,0.9665437340736389,0.017727583646774292,0.07384124398231479,0.43928322196006775,0.2089138776063919,0.9723243990105657,0.3235851116478443,cosine
1,0.49367743730545044,0.4795994460582733,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/001.png,0.5049272179603577,0.4796663224697113,0.4875315874814987,0.4951755702495575,0.49047088623046875,0.9754268244375215,0.014077991247177124,cone_contrastive
1,0.2880001366138458,0.034429438412189484,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/002.png,0.9905677437782288,0.036945074796676636,0.18550077006220766,0.5999485850334167,0.33481359481811523,0.9435954793927294,0.25357069820165634,cosine
1,0.4936063885688782,0.48075830936431885,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/002.png,0.508277416229248,0.48088574409484863,0.49163210690021514,0.4993627667427063,0.4944612681865692,0.9369377239663278,0.012848079204559326,cone_contrastive
1,0.2369655966758728,0.018329206854104996,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/003.png,0.9731718301773071,0.019676921889185905,0.08196636103093613,0.3126941919326782,0.16977378726005554,0.9838414950586999,0.2186363898217678,cosine
1,0.4922976791858673,0.4802248775959015,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/003.png,0.5054716467857361,0.4802992641925812,0.48938064873218534,0.4938651919364929,0.49119895696640015,0.9745639727266409,0.01207280158996582,cone_contrastive
1,0.47882458567619324,0.01681802049279213,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/004.png,0.9754174947738647,0.017983699217438698,0.07519834153354152,0.4877818524837494,0.216147318482399,0.9893780978814006,0.4620065651834011,cosine
1,0.4959983229637146,0.4793739914894104,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/004.png,0.5056505799293518,0.4794158935546875,0.4874361053109169,0.49631181359291077,0.49060267210006714,0.9812804067157418,0.0166243314743042,cone_contrastive
1,0.10240772366523743,0.020116562023758888,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/005.png,0.9581323862075806,0.0241142138838768,0.11377049870789042,0.3523975908756256,0.19982662796974182,0.9428443056247108,0.08229116164147854,cosine
1,0.49006202816963196,0.480233371257782,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/005.png,0.5044361352920532,0.4807107448577881,0.4902132749557495,0.4937070310115814,0.49173596501350403,0.9535744278133135,0.009828656911849976,cone_contrastive
1,0.05819768086075783,0.019651204347610474,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/006.png,0.9542136788368225,0.02016606554389,0.09989201761782164,0.34166091680526733,0.19778616726398468,0.8982966567939973,0.038546476513147354,cosine
1,0.48765188455581665,0.47982287406921387,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/006.png,0.5040967464447021,0.4799274504184723,0.48895826041698454,0.4931424856185913,0.4906727969646454,0.9015999340702535,0.007829010486602783,cone_contrastive
1,0.543384850025177,0.014844855293631554,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/007.png,0.9716594219207764,0.016135063022375107,0.05105924494564533,0.42227354645729065,0.15864215791225433,0.9980120029183817,0.5285399947315454,cosine
1,0.49743974208831787,0.4801505506038666,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/007.png,0.5053959488868713,0.48019272089004517,0.4873198211193085,0.49476101994514465,0.48978009819984436,0.9982742585771381,0.017289191484451294,cone_contrastive
1,0.07266517728567123,0.021713681519031525,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/008.png,0.966179609298706,0.024332424625754356,0.09460981264710419,0.2791663408279419,0.16001257300376892,0.9159918419688431,0.05095149576663971,cosine
1,0.4892263114452362,0.48088642954826355,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/008.png,0.5050675272941589,0.48131510615348816,0.490119993686676,0.4934457838535309,0.4914036989212036,0.9172686526959233,0.008339881896972656,cone_contrastive
1,0.6156322360038757,0.02104095183312893,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/009.png,0.9733811020851135,0.023438600823283195,0.10700318105518813,0.6160770058631897,0.2834404706954956,0.9950267164581325,0.5945912841707468,cosine
1,0.4995455741882324,0.47969555854797363,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/009.png,0.5054418444633484,0.4797755777835846,0.4885775148868561,0.49969372153282166,0.49244821071624756,0.9946926941583792,0.01985001564025879,cone_contrastive
1,0.03729752078652382,0.01823733001947403,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/010.png,0.9770637154579163,0.019320247694849968,0.07406600378453715,0.14164838194847107,0.1011912152171135,0.8068035842942706,0.01906019076704979,cosine
1,0.48739349842071533,0.4810202419757843,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/010.png,0.5062054991722107,0.4813823401927948,0.4896366849541664,0.49206656217575073,0.490731418132782,0.8366426537144391,0.00637325644493103,cone_contrastive
1,0.4830380976200104,0.015162620693445206,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/011.png,0.9842990636825562,0.01701268181204796,0.05801584683358645,0.43980756402015686,0.19476482272148132,0.9976493412506378,0.46787547692656517,cosine
1,0.4961141049861908,0.4798477292060852,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/011.png,0.5067400932312012,0.4799121022224426,0.4876310184597969,0.49561774730682373,0.4906262159347534,0.9964170992081728,0.01626637578010559,cone_contrastive
1,0.2352340966463089,0.020788824185729027,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/012.png,0.9882644414901733,0.024541880935430527,0.10363059565424912,0.4598024785518646,0.23797020316123962,0.9774871388873573,0.21444527246057987,cosine
1,0.4932304620742798,0.480604887008667,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/012.png,0.507392406463623,0.48082590103149414,0.4901793673634529,0.49755609035491943,0.49316123127937317,0.977830737837729,0.012625575065612793,cone_contrastive
1,0.41044381260871887,0.013135512359440327,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/013.png,0.9833707809448242,0.015248475596308708,0.0445049766451119,0.4131639301776886,0.16506053507328033,0.9961239453493524,0.39730830024927855,cosine
1,0.4951223134994507,0.4796510338783264,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/013.png,0.5066206455230713,0.47973331809043884,0.487225404381752,0.494741290807724,0.4897890090942383,0.9970982352010269,0.015471279621124268,cone_contrastive
1,0.11720108985900879,0.013216865248978138,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/014.png,0.9862908720970154,0.01605437882244587,0.06724639497697318,0.1843615174293518,0.11178959906101227,0.9760055482164975,0.10398422461003065,cosine
1,0.49039819836616516,0.4801521897315979,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/014.png,0.5070569515228271,0.4804317355155945,0.4891717776656151,0.4927339255809784,0.49073222279548645,0.9665446468053513,0.01024600863456726,cone_contrastive
1,0.28828898072242737,0.01572900265455246,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/015.png,0.9685937762260437,0.017514757812023163,0.05862154606729734,0.44535163044929504,0.20947693288326263,0.9789640256432298,0.2725599780678749,cosine
1,0.4921775758266449,0.47983139753341675,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/015.png,0.5049483180046082,0.47991228103637695,0.4873901933431625,0.49527987837791443,0.4905260503292084,0.9732031457062754,0.01234617829322815,cone_contrastive
1,0.21881666779518127,0.020292622968554497,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/016.png,0.9900211691856384,0.022635042667388916,0.08713065609335897,0.30827611684799194,0.16205547749996185,0.982155540945737,0.19852404482662678,cosine
1,0.4931766986846924,0.48099759221076965,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/016.png,0.5079590082168579,0.48114120960235596,0.48992228507995605,0.4948129951953888,0.4918946325778961,0.9820817515221869,0.01217910647392273,cone_contrastive
1,0.144377201795578,0.020721957087516785,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/017.png,0.9873130917549133,0.024171827360987663,0.09087158888578395,0.5742194652557373,0.2322571724653244,0.9615660788792828,0.12365524470806122,cosine
1,0.4911435544490814,0.48069360852241516,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/017.png,0.5070664286613464,0.48098519444465637,0.489626245200634,0.4986058473587036,0.49240848422050476,0.9676994625495646,0.01044994592666626,cone_contrastive
1,0.39334219694137573,0.011265651322901249,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/018.png,0.9809143543243408,0.01240764930844307,0.041862134076654706,0.3413254916667938,0.1341855227947235,0.9959322104648591,0.3820765456184745,cosine
1,0.4945586919784546,0.4793478846549988,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/018.png,0.5061540007591248,0.47939333319664,0.4865042895078659,0.49366217851638794,0.4889771044254303,0.991497063536537,0.01521080732345581,cone_contrastive
1,0.14578106999397278,0.012223484925925732,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/019.png,0.9740325808525085,0.014602717012166977,0.04834140334278342,0.2486809492111206,0.13357031345367432,0.9460668318530918,0.13355758506804705,cosine
1,0.49044644832611084,0.4798669219017029,toothbrush,/Users/bytedance/Downloads/mvtec_anomaly_detection/toothbrush/test/defective/019.png,0.5053659081459045,0.4800553321838379,0.48756423890590667,0.4939742088317871,0.49039655923843384,0.9356546454748705,0.010579526424407959,cone_contrastive
